system   W            wsystem.c:504  load_library_at_path             [   0.00057] Failed to load C:\Users\Brad\Desktop\Dropbox\Grand Tale\Game\Tools\MapEditorV2\MapEditor\Debug\d3d9.dll (error: 126)
d3d      D          d3d_bmp.cpp:624  _al_d3d_sync_bitmap              [   8.09044] _al_d3d_sync_bitmap (video) ref count == 2
d3d      D          d3d_bmp.cpp:619  _al_d3d_sync_bitmap              [   8.09280] _al_d3d_sync_bitmap (system) ref count == 1
d3d      D          d3d_bmp.cpp:624  _al_d3d_sync_bitmap              [   8.09282] _al_d3d_sync_bitmap (video) ref count == 2
d3d      D          d3d_bmp.cpp:619  _al_d3d_sync_bitmap              [   8.09480] _al_d3d_sync_bitmap (system) ref count == 1
d3d      D          d3d_bmp.cpp:624  _al_d3d_sync_bitmap              [   8.09483] _al_d3d_sync_bitmap (video) ref count == 2
d3d      D          d3d_bmp.cpp:619  _al_d3d_sync_bitmap              [   8.09646] _al_d3d_sync_bitmap (system) ref count == 1
d3d      D          d3d_bmp.cpp:624  _al_d3d_sync_bitmap              [   8.09648] _al_d3d_sync_bitmap (video) ref count == 2
d3d      D          d3d_bmp.cpp:619  _al_d3d_sync_bitmap              [   8.09812] _al_d3d_sync_bitmap (system) ref count == 1
d3d      D          d3d_bmp.cpp:624  _al_d3d_sync_bitmap              [   8.09814] _al_d3d_sync_bitmap (video) ref count == 2
d3d      D          d3d_bmp.cpp:619  _al_d3d_sync_bitmap              [   8.09979] _al_d3d_sync_bitmap (system) ref count == 1
d3d      D          d3d_bmp.cpp:624  _al_d3d_sync_bitmap              [   8.09981] _al_d3d_sync_bitmap (video) ref count == 2
d3d      D          d3d_bmp.cpp:619  _al_d3d_sync_bitmap              [   8.10148] _al_d3d_sync_bitmap (system) ref count == 1
d3d      D          d3d_bmp.cpp:624  _al_d3d_sync_bitmap              [   8.10150] _al_d3d_sync_bitmap (video) ref count == 2
d3d      D          d3d_bmp.cpp:619  _al_d3d_sync_bitmap              [   8.10315] _al_d3d_sync_bitmap (system) ref count == 1
d3d      D          d3d_bmp.cpp:624  _al_d3d_sync_bitmap              [   8.10317] _al_d3d_sync_bitmap (video) ref count == 2
d3d      D          d3d_bmp.cpp:619  _al_d3d_sync_bitmap              [   8.10488] _al_d3d_sync_bitmap (system) ref count == 1
d3d      D          d3d_bmp.cpp:624  _al_d3d_sync_bitmap              [   8.10490] _al_d3d_sync_bitmap (video) ref count == 2
d3d      D          d3d_bmp.cpp:619  _al_d3d_sync_bitmap              [   8.10668] _al_d3d_sync_bitmap (system) ref count == 1
d3d      D          d3d_bmp.cpp:624  _al_d3d_sync_bitmap              [   8.10670] _al_d3d_sync_bitmap (video) ref count == 2
d3d      D          d3d_bmp.cpp:619  _al_d3d_sync_bitmap              [   8.10910] _al_d3d_sync_bitmap (system) ref count == 1
d3d      D          d3d_bmp.cpp:624  _al_d3d_sync_bitmap              [   8.10913] _al_d3d_sync_bitmap (video) ref count == 2
d3d      D          d3d_bmp.cpp:619  _al_d3d_sync_bitmap              [   8.11161] _al_d3d_sync_bitmap (system) ref count == 1
d3d      D          d3d_bmp.cpp:624  _al_d3d_sync_bitmap              [   8.11164] _al_d3d_sync_bitmap (video) ref count == 2
d3d      D          d3d_bmp.cpp:619  _al_d3d_sync_bitmap              [   8.11328] _al_d3d_sync_bitmap (system) ref count == 1
d3d      D          d3d_bmp.cpp:624  _al_d3d_sync_bitmap              [   8.11330] _al_d3d_sync_bitmap (video) ref count == 2
d3d      D          d3d_bmp.cpp:619  _al_d3d_sync_bitmap              [   8.11546] _al_d3d_sync_bitmap (system) ref count == 1
d3d      D          d3d_bmp.cpp:624  _al_d3d_sync_bitmap              [   8.11549] _al_d3d_sync_bitmap (video) ref count == 2
d3d      D          d3d_bmp.cpp:619  _al_d3d_sync_bitmap              [   8.11752] _al_d3d_sync_bitmap (system) ref count == 1
d3d      D          d3d_bmp.cpp:624  _al_d3d_sync_bitmap              [   8.11755] _al_d3d_sync_bitmap (video) ref count == 2
d3d      D          d3d_bmp.cpp:619  _al_d3d_sync_bitmap              [   8.12031] _al_d3d_sync_bitmap (system) ref count == 1
d3d      D          d3d_bmp.cpp:624  _al_d3d_sync_bitmap              [   8.12036] _al_d3d_sync_bitmap (video) ref count == 2
d3d      D          d3d_bmp.cpp:619  _al_d3d_sync_bitmap              [   8.12286] _al_d3d_sync_bitmap (system) ref count == 1
d3d      D          d3d_bmp.cpp:624  _al_d3d_sync_bitmap              [   8.12288] _al_d3d_sync_bitmap (video) ref count == 2
d3d      D          d3d_bmp.cpp:619  _al_d3d_sync_bitmap              [   8.12572] _al_d3d_sync_bitmap (system) ref count == 1
d3d      D          d3d_bmp.cpp:624  _al_d3d_sync_bitmap              [   8.12575] _al_d3d_sync_bitmap (video) ref count == 2
d3d      D          d3d_bmp.cpp:619  _al_d3d_sync_bitmap              [   8.12837] _al_d3d_sync_bitmap (system) ref count == 1
d3d      D          d3d_bmp.cpp:624  _al_d3d_sync_bitmap              [   8.12840] _al_d3d_sync_bitmap (video) ref count == 2
d3d      D          d3d_bmp.cpp:619  _al_d3d_sync_bitmap              [   8.13083] _al_d3d_sync_bitmap (system) ref count == 1
d3d      D          d3d_bmp.cpp:624  _al_d3d_sync_bitmap              [   8.13085] _al_d3d_sync_bitmap (video) ref count == 2
d3d      D          d3d_bmp.cpp:619  _al_d3d_sync_bitmap              [   8.13311] _al_d3d_sync_bitmap (system) ref count == 1
d3d      D          d3d_bmp.cpp:624  _al_d3d_sync_bitmap              [   8.13314] _al_d3d_sync_bitmap (video) ref count == 2
d3d      D          d3d_bmp.cpp:619  _al_d3d_sync_bitmap              [   8.13529] _al_d3d_sync_bitmap (system) ref count == 1
d3d      D          d3d_bmp.cpp:624  _al_d3d_sync_bitmap              [   8.13532] _al_d3d_sync_bitmap (video) ref count == 2
d3d      D          d3d_bmp.cpp:619  _al_d3d_sync_bitmap              [   8.13696] _al_d3d_sync_bitmap (system) ref count == 1
d3d      D          d3d_bmp.cpp:624  _al_d3d_sync_bitmap              [   8.13698] _al_d3d_sync_bitmap (video) ref count == 2
d3d      D          d3d_bmp.cpp:619  _al_d3d_sync_bitmap              [   8.13865] _al_d3d_sync_bitmap (system) ref count == 1
d3d      D          d3d_bmp.cpp:624  _al_d3d_sync_bitmap              [   8.13868] _al_d3d_sync_bitmap (video) ref count == 2
d3d      D          d3d_bmp.cpp:619  _al_d3d_sync_bitmap              [   8.14055] _al_d3d_sync_bitmap (system) ref count == 1
d3d      D          d3d_bmp.cpp:624  _al_d3d_sync_bitmap              [   8.14058] _al_d3d_sync_bitmap (video) ref count == 2
d3d      D          d3d_bmp.cpp:619  _al_d3d_sync_bitmap              [   8.14243] _al_d3d_sync_bitmap (system) ref count == 1
d3d      D          d3d_bmp.cpp:624  _al_d3d_sync_bitmap              [   8.14246] _al_d3d_sync_bitmap (video) ref count == 2
d3d      D          d3d_bmp.cpp:619  _al_d3d_sync_bitmap              [   8.14444] _al_d3d_sync_bitmap (system) ref count == 1
d3d      D          d3d_bmp.cpp:624  _al_d3d_sync_bitmap              [   8.14447] _al_d3d_sync_bitmap (video) ref count == 2
d3d      D          d3d_bmp.cpp:619  _al_d3d_sync_bitmap              [   8.14614] _al_d3d_sync_bitmap (system) ref count == 1
d3d      D          d3d_bmp.cpp:624  _al_d3d_sync_bitmap              [   8.14617] _al_d3d_sync_bitmap (video) ref count == 2
d3d      D          d3d_bmp.cpp:619  _al_d3d_sync_bitmap              [   8.14796] _al_d3d_sync_bitmap (system) ref count == 1
d3d      D          d3d_bmp.cpp:624  _al_d3d_sync_bitmap              [   8.14798] _al_d3d_sync_bitmap (video) ref count == 2
d3d      D          d3d_bmp.cpp:619  _al_d3d_sync_bitmap              [   8.15031] _al_d3d_sync_bitmap (system) ref count == 1
d3d      D          d3d_bmp.cpp:624  _al_d3d_sync_bitmap              [   8.15033] _al_d3d_sync_bitmap (video) ref count == 2
d3d      D          d3d_bmp.cpp:619  _al_d3d_sync_bitmap              [   8.15267] _al_d3d_sync_bitmap (system) ref count == 1
d3d      D          d3d_bmp.cpp:624  _al_d3d_sync_bitmap              [   8.15269] _al_d3d_sync_bitmap (video) ref count == 2
d3d      D          d3d_bmp.cpp:619  _al_d3d_sync_bitmap              [   8.15503] _al_d3d_sync_bitmap (system) ref count == 1
d3d      D          d3d_bmp.cpp:624  _al_d3d_sync_bitmap              [   8.15505] _al_d3d_sync_bitmap (video) ref count == 2
d3d      D          d3d_bmp.cpp:619  _al_d3d_sync_bitmap              [   8.15744] _al_d3d_sync_bitmap (system) ref count == 1
d3d      D          d3d_bmp.cpp:624  _al_d3d_sync_bitmap              [   8.15746] _al_d3d_sync_bitmap (video) ref count == 2
d3d      D          d3d_bmp.cpp:619  _al_d3d_sync_bitmap              [   8.15966] _al_d3d_sync_bitmap (system) ref count == 1
d3d      D          d3d_bmp.cpp:624  _al_d3d_sync_bitmap              [   8.15969] _al_d3d_sync_bitmap (video) ref count == 2
d3d      D          d3d_bmp.cpp:619  _al_d3d_sync_bitmap              [   8.16138] _al_d3d_sync_bitmap (system) ref count == 1
d3d      D          d3d_bmp.cpp:624  _al_d3d_sync_bitmap              [   8.16140] _al_d3d_sync_bitmap (video) ref count == 2
d3d      D          d3d_bmp.cpp:619  _al_d3d_sync_bitmap              [   8.16301] _al_d3d_sync_bitmap (system) ref count == 1
d3d      D          d3d_bmp.cpp:624  _al_d3d_sync_bitmap              [   8.16303] _al_d3d_sync_bitmap (video) ref count == 2
d3d      D          d3d_bmp.cpp:619  _al_d3d_sync_bitmap              [   8.16475] _al_d3d_sync_bitmap (system) ref count == 1
d3d      D          d3d_bmp.cpp:624  _al_d3d_sync_bitmap              [   8.16477] _al_d3d_sync_bitmap (video) ref count == 2
d3d      D          d3d_bmp.cpp:619  _al_d3d_sync_bitmap              [   8.16640] _al_d3d_sync_bitmap (system) ref count == 1
d3d      D          d3d_bmp.cpp:624  _al_d3d_sync_bitmap              [   8.16643] _al_d3d_sync_bitmap (video) ref count == 2
d3d      D          d3d_bmp.cpp:619  _al_d3d_sync_bitmap              [   8.16806] _al_d3d_sync_bitmap (system) ref count == 1
d3d      D          d3d_bmp.cpp:624  _al_d3d_sync_bitmap              [   8.16808] _al_d3d_sync_bitmap (video) ref count == 2
d3d      D          d3d_bmp.cpp:619  _al_d3d_sync_bitmap              [   8.16972] _al_d3d_sync_bitmap (system) ref count == 1
d3d      D          d3d_bmp.cpp:624  _al_d3d_sync_bitmap              [   8.16974] _al_d3d_sync_bitmap (video) ref count == 2
d3d      D          d3d_bmp.cpp:619  _al_d3d_sync_bitmap              [   8.17138] _al_d3d_sync_bitmap (system) ref count == 1
d3d      D          d3d_bmp.cpp:624  _al_d3d_sync_bitmap              [   8.17140] _al_d3d_sync_bitmap (video) ref count == 2
d3d      D          d3d_bmp.cpp:619  _al_d3d_sync_bitmap              [   8.17301] _al_d3d_sync_bitmap (system) ref count == 1
d3d      D          d3d_bmp.cpp:624  _al_d3d_sync_bitmap              [   8.17303] _al_d3d_sync_bitmap (video) ref count == 2
d3d      D          d3d_bmp.cpp:619  _al_d3d_sync_bitmap              [   8.17476] _al_d3d_sync_bitmap (system) ref count == 1
d3d      D          d3d_bmp.cpp:624  _al_d3d_sync_bitmap              [   8.17479] _al_d3d_sync_bitmap (video) ref count == 2
d3d      D          d3d_bmp.cpp:619  _al_d3d_sync_bitmap              [   8.17649] _al_d3d_sync_bitmap (system) ref count == 1
d3d      D          d3d_bmp.cpp:624  _al_d3d_sync_bitmap              [   8.17651] _al_d3d_sync_bitmap (video) ref count == 2
d3d      D          d3d_bmp.cpp:619  _al_d3d_sync_bitmap              [   8.17812] _al_d3d_sync_bitmap (system) ref count == 1
d3d      D          d3d_bmp.cpp:624  _al_d3d_sync_bitmap              [   8.17814] _al_d3d_sync_bitmap (video) ref count == 2
d3d      D          d3d_bmp.cpp:619  _al_d3d_sync_bitmap              [   8.17978] _al_d3d_sync_bitmap (system) ref count == 1
d3d      D          d3d_bmp.cpp:624  _al_d3d_sync_bitmap              [   8.17980] _al_d3d_sync_bitmap (video) ref count == 2
d3d      D          d3d_bmp.cpp:619  _al_d3d_sync_bitmap              [   8.18142] _al_d3d_sync_bitmap (system) ref count == 1
d3d      D          d3d_bmp.cpp:624  _al_d3d_sync_bitmap              [   8.18144] _al_d3d_sync_bitmap (video) ref count == 2
d3d      D          d3d_bmp.cpp:619  _al_d3d_sync_bitmap              [   8.18306] _al_d3d_sync_bitmap (system) ref count == 1
d3d      D          d3d_bmp.cpp:624  _al_d3d_sync_bitmap              [   8.18308] _al_d3d_sync_bitmap (video) ref count == 2
d3d      D          d3d_bmp.cpp:619  _al_d3d_sync_bitmap              [   8.18478] _al_d3d_sync_bitmap (system) ref count == 1
d3d      D          d3d_bmp.cpp:624  _al_d3d_sync_bitmap              [   8.18480] _al_d3d_sync_bitmap (video) ref count == 2
d3d      D          d3d_bmp.cpp:619  _al_d3d_sync_bitmap              [   8.18642] _al_d3d_sync_bitmap (system) ref count == 1
d3d      D          d3d_bmp.cpp:624  _al_d3d_sync_bitmap              [   8.18643] _al_d3d_sync_bitmap (video) ref count == 2
d3d      D          d3d_bmp.cpp:619  _al_d3d_sync_bitmap              [   8.18806] _al_d3d_sync_bitmap (system) ref count == 1
d3d      D          d3d_bmp.cpp:624  _al_d3d_sync_bitmap              [   8.18808] _al_d3d_sync_bitmap (video) ref count == 2
d3d      D          d3d_bmp.cpp:619  _al_d3d_sync_bitmap              [   8.18974] _al_d3d_sync_bitmap (system) ref count == 1
d3d      D          d3d_bmp.cpp:624  _al_d3d_sync_bitmap              [   8.18976] _al_d3d_sync_bitmap (video) ref count == 2
d3d      D          d3d_bmp.cpp:619  _al_d3d_sync_bitmap              [   8.19139] _al_d3d_sync_bitmap (system) ref count == 1
d3d      D          d3d_bmp.cpp:624  _al_d3d_sync_bitmap              [   8.19141] _al_d3d_sync_bitmap (video) ref count == 2
d3d      D          d3d_bmp.cpp:619  _al_d3d_sync_bitmap              [   8.19318] _al_d3d_sync_bitmap (system) ref count == 1
d3d      D          d3d_bmp.cpp:624  _al_d3d_sync_bitmap              [   8.19321] _al_d3d_sync_bitmap (video) ref count == 2
d3d      D          d3d_bmp.cpp:619  _al_d3d_sync_bitmap              [   8.19503] _al_d3d_sync_bitmap (system) ref count == 1
d3d      D          d3d_bmp.cpp:624  _al_d3d_sync_bitmap              [   8.19507] _al_d3d_sync_bitmap (video) ref count == 2
d3d      D          d3d_bmp.cpp:619  _al_d3d_sync_bitmap              [   8.19667] _al_d3d_sync_bitmap (system) ref count == 1
d3d      D          d3d_bmp.cpp:624  _al_d3d_sync_bitmap              [   8.19669] _al_d3d_sync_bitmap (video) ref count == 2
d3d      D          d3d_bmp.cpp:619  _al_d3d_sync_bitmap              [   8.19834] _al_d3d_sync_bitmap (system) ref count == 1
d3d      D          d3d_bmp.cpp:624  _al_d3d_sync_bitmap              [   8.19836] _al_d3d_sync_bitmap (video) ref count == 2
d3d      D          d3d_bmp.cpp:619  _al_d3d_sync_bitmap              [   8.20000] _al_d3d_sync_bitmap (system) ref count == 1
d3d      D          d3d_bmp.cpp:624  _al_d3d_sync_bitmap              [   8.20002] _al_d3d_sync_bitmap (video) ref count == 2
d3d      D          d3d_bmp.cpp:619  _al_d3d_sync_bitmap              [   8.20167] _al_d3d_sync_bitmap (system) ref count == 1
d3d      D          d3d_bmp.cpp:624  _al_d3d_sync_bitmap              [   8.20169] _al_d3d_sync_bitmap (video) ref count == 2
d3d      D          d3d_bmp.cpp:619  _al_d3d_sync_bitmap              [   8.20333] _al_d3d_sync_bitmap (system) ref count == 1
d3d      D          d3d_bmp.cpp:624  _al_d3d_sync_bitmap              [   8.20335] _al_d3d_sync_bitmap (video) ref count == 2
d3d      D          d3d_bmp.cpp:619  _al_d3d_sync_bitmap              [   8.20526] _al_d3d_sync_bitmap (system) ref count == 1
d3d      D          d3d_bmp.cpp:624  _al_d3d_sync_bitmap              [   8.20528] _al_d3d_sync_bitmap (video) ref count == 2
d3d      D          d3d_bmp.cpp:619  _al_d3d_sync_bitmap              [   8.20690] _al_d3d_sync_bitmap (system) ref count == 1
d3d      D          d3d_bmp.cpp:624  _al_d3d_sync_bitmap              [   8.20692] _al_d3d_sync_bitmap (video) ref count == 2
d3d      D          d3d_bmp.cpp:619  _al_d3d_sync_bitmap              [   8.20865] _al_d3d_sync_bitmap (system) ref count == 1
d3d      D          d3d_bmp.cpp:624  _al_d3d_sync_bitmap              [   8.20867] _al_d3d_sync_bitmap (video) ref count == 2
d3d      D          d3d_bmp.cpp:619  _al_d3d_sync_bitmap              [   8.21038] _al_d3d_sync_bitmap (system) ref count == 1
d3d      D          d3d_bmp.cpp:624  _al_d3d_sync_bitmap              [   8.21040] _al_d3d_sync_bitmap (video) ref count == 2
d3d      D          d3d_bmp.cpp:619  _al_d3d_sync_bitmap              [   8.21209] _al_d3d_sync_bitmap (system) ref count == 1
d3d      D          d3d_bmp.cpp:624  _al_d3d_sync_bitmap              [   8.21211] _al_d3d_sync_bitmap (video) ref count == 2
d3d      D          d3d_bmp.cpp:619  _al_d3d_sync_bitmap              [   8.21378] _al_d3d_sync_bitmap (system) ref count == 1
d3d      D          d3d_bmp.cpp:624  _al_d3d_sync_bitmap              [   8.21380] _al_d3d_sync_bitmap (video) ref count == 2
d3d      D          d3d_bmp.cpp:619  _al_d3d_sync_bitmap              [   8.21549] _al_d3d_sync_bitmap (system) ref count == 1
d3d      D          d3d_bmp.cpp:624  _al_d3d_sync_bitmap              [   8.21551] _al_d3d_sync_bitmap (video) ref count == 2
d3d      D          d3d_bmp.cpp:619  _al_d3d_sync_bitmap              [   8.21713] _al_d3d_sync_bitmap (system) ref count == 1
d3d      D          d3d_bmp.cpp:624  _al_d3d_sync_bitmap              [   8.21715] _al_d3d_sync_bitmap (video) ref count == 2
d3d      D          d3d_bmp.cpp:619  _al_d3d_sync_bitmap              [   8.21878] _al_d3d_sync_bitmap (system) ref count == 1
d3d      D          d3d_bmp.cpp:624  _al_d3d_sync_bitmap              [   8.21880] _al_d3d_sync_bitmap (video) ref count == 2
d3d      D          d3d_bmp.cpp:619  _al_d3d_sync_bitmap              [   8.22043] _al_d3d_sync_bitmap (system) ref count == 1
d3d      D          d3d_bmp.cpp:624  _al_d3d_sync_bitmap              [   8.22045] _al_d3d_sync_bitmap (video) ref count == 2
d3d      D          d3d_bmp.cpp:619  _al_d3d_sync_bitmap              [   8.22218] _al_d3d_sync_bitmap (system) ref count == 1
d3d      D          d3d_bmp.cpp:624  _al_d3d_sync_bitmap              [   8.22220] _al_d3d_sync_bitmap (video) ref count == 2
d3d      D          d3d_bmp.cpp:619  _al_d3d_sync_bitmap              [   8.22389] _al_d3d_sync_bitmap (system) ref count == 1
d3d      D          d3d_bmp.cpp:624  _al_d3d_sync_bitmap              [   8.22391] _al_d3d_sync_bitmap (video) ref count == 2
d3d      D          d3d_bmp.cpp:619  _al_d3d_sync_bitmap              [   8.22609] _al_d3d_sync_bitmap (system) ref count == 1
d3d      D          d3d_bmp.cpp:624  _al_d3d_sync_bitmap              [   8.22612] _al_d3d_sync_bitmap (video) ref count == 2
d3d      D          d3d_bmp.cpp:619  _al_d3d_sync_bitmap              [   8.22795] _al_d3d_sync_bitmap (system) ref count == 1
d3d      D          d3d_bmp.cpp:624  _al_d3d_sync_bitmap              [   8.22797] _al_d3d_sync_bitmap (video) ref count == 2
d3d      D          d3d_bmp.cpp:619  _al_d3d_sync_bitmap              [   8.22961] _al_d3d_sync_bitmap (system) ref count == 1
d3d      D          d3d_bmp.cpp:624  _al_d3d_sync_bitmap              [   8.22963] _al_d3d_sync_bitmap (video) ref count == 2
d3d      D          d3d_bmp.cpp:619  _al_d3d_sync_bitmap              [   8.23127] _al_d3d_sync_bitmap (system) ref count == 1
d3d      D          d3d_bmp.cpp:624  _al_d3d_sync_bitmap              [   8.23129] _al_d3d_sync_bitmap (video) ref count == 2
d3d      D          d3d_bmp.cpp:619  _al_d3d_sync_bitmap              [   8.23293] _al_d3d_sync_bitmap (system) ref count == 1
d3d      D          d3d_bmp.cpp:624  _al_d3d_sync_bitmap              [   8.23295] _al_d3d_sync_bitmap (video) ref count == 2
d3d      D          d3d_bmp.cpp:619  _al_d3d_sync_bitmap              [   8.23528] _al_d3d_sync_bitmap (system) ref count == 1
d3d      D          d3d_bmp.cpp:624  _al_d3d_sync_bitmap              [   8.23530] _al_d3d_sync_bitmap (video) ref count == 2
d3d      D          d3d_bmp.cpp:619  _al_d3d_sync_bitmap              [   8.23692] _al_d3d_sync_bitmap (system) ref count == 1
d3d      D          d3d_bmp.cpp:624  _al_d3d_sync_bitmap              [   8.23694] _al_d3d_sync_bitmap (video) ref count == 2
d3d      D          d3d_bmp.cpp:619  _al_d3d_sync_bitmap              [   8.23866] _al_d3d_sync_bitmap (system) ref count == 1
d3d      D          d3d_bmp.cpp:624  _al_d3d_sync_bitmap              [   8.23868] _al_d3d_sync_bitmap (video) ref count == 2
d3d      D          d3d_bmp.cpp:619  _al_d3d_sync_bitmap              [   8.24033] _al_d3d_sync_bitmap (system) ref count == 1
d3d      D          d3d_bmp.cpp:624  _al_d3d_sync_bitmap              [   8.24036] _al_d3d_sync_bitmap (video) ref count == 2
d3d      D          d3d_bmp.cpp:619  _al_d3d_sync_bitmap              [   8.24245] _al_d3d_sync_bitmap (system) ref count == 1
d3d      D          d3d_bmp.cpp:624  _al_d3d_sync_bitmap              [   8.24248] _al_d3d_sync_bitmap (video) ref count == 2
d3d      D          d3d_bmp.cpp:619  _al_d3d_sync_bitmap              [   8.24493] _al_d3d_sync_bitmap (system) ref count == 1
d3d      D          d3d_bmp.cpp:624  _al_d3d_sync_bitmap              [   8.24496] _al_d3d_sync_bitmap (video) ref count == 2
d3d      D          d3d_bmp.cpp:619  _al_d3d_sync_bitmap              [   8.24667] _al_d3d_sync_bitmap (system) ref count == 1
d3d      D          d3d_bmp.cpp:624  _al_d3d_sync_bitmap              [   8.24669] _al_d3d_sync_bitmap (video) ref count == 2
d3d      D          d3d_bmp.cpp:619  _al_d3d_sync_bitmap              [   8.24835] _al_d3d_sync_bitmap (system) ref count == 1
d3d      D          d3d_bmp.cpp:624  _al_d3d_sync_bitmap              [   8.24837] _al_d3d_sync_bitmap (video) ref count == 2
d3d      D          d3d_bmp.cpp:619  _al_d3d_sync_bitmap              [   8.25001] _al_d3d_sync_bitmap (system) ref count == 1
d3d      D          d3d_bmp.cpp:624  _al_d3d_sync_bitmap              [   8.25004] _al_d3d_sync_bitmap (video) ref count == 2
d3d      D          d3d_bmp.cpp:619  _al_d3d_sync_bitmap              [   8.25173] _al_d3d_sync_bitmap (system) ref count == 1
d3d      D          d3d_bmp.cpp:624  _al_d3d_sync_bitmap              [   8.25175] _al_d3d_sync_bitmap (video) ref count == 2
d3d      D          d3d_bmp.cpp:619  _al_d3d_sync_bitmap              [   8.25347] _al_d3d_sync_bitmap (system) ref count == 1
d3d      D          d3d_bmp.cpp:624  _al_d3d_sync_bitmap              [   8.25350] _al_d3d_sync_bitmap (video) ref count == 2
d3d      D          d3d_bmp.cpp:619  _al_d3d_sync_bitmap              [   8.25514] _al_d3d_sync_bitmap (system) ref count == 1
d3d      D          d3d_bmp.cpp:624  _al_d3d_sync_bitmap              [   8.25517] _al_d3d_sync_bitmap (video) ref count == 2
d3d      D          d3d_bmp.cpp:619  _al_d3d_sync_bitmap              [   8.25702] _al_d3d_sync_bitmap (system) ref count == 1
d3d      D          d3d_bmp.cpp:624  _al_d3d_sync_bitmap              [   8.25704] _al_d3d_sync_bitmap (video) ref count == 2
d3d      D          d3d_bmp.cpp:619  _al_d3d_sync_bitmap              [   8.25946] _al_d3d_sync_bitmap (system) ref count == 1
d3d      D          d3d_bmp.cpp:624  _al_d3d_sync_bitmap              [   8.25948] _al_d3d_sync_bitmap (video) ref count == 2
d3d      D          d3d_bmp.cpp:619  _al_d3d_sync_bitmap              [   8.26118] _al_d3d_sync_bitmap (system) ref count == 1
d3d      D          d3d_bmp.cpp:624  _al_d3d_sync_bitmap              [   8.26120] _al_d3d_sync_bitmap (video) ref count == 2
d3d      D          d3d_bmp.cpp:619  _al_d3d_sync_bitmap              [   8.26283] _al_d3d_sync_bitmap (system) ref count == 1
d3d      D          d3d_bmp.cpp:624  _al_d3d_sync_bitmap              [   8.26285] _al_d3d_sync_bitmap (video) ref count == 2
d3d      D          d3d_bmp.cpp:619  _al_d3d_sync_bitmap              [   8.26448] _al_d3d_sync_bitmap (system) ref count == 1
d3d      D          d3d_bmp.cpp:624  _al_d3d_sync_bitmap              [   8.26450] _al_d3d_sync_bitmap (video) ref count == 2
d3d      D          d3d_bmp.cpp:619  _al_d3d_sync_bitmap              [   8.26613] _al_d3d_sync_bitmap (system) ref count == 1
d3d      D          d3d_bmp.cpp:624  _al_d3d_sync_bitmap              [   8.26615] _al_d3d_sync_bitmap (video) ref count == 2
d3d      D          d3d_bmp.cpp:619  _al_d3d_sync_bitmap              [   8.26779] _al_d3d_sync_bitmap (system) ref count == 1
d3d      D          d3d_bmp.cpp:624  _al_d3d_sync_bitmap              [   8.26781] _al_d3d_sync_bitmap (video) ref count == 2
d3d      D          d3d_bmp.cpp:619  _al_d3d_sync_bitmap              [   8.26947] _al_d3d_sync_bitmap (system) ref count == 1
d3d      D          d3d_bmp.cpp:624  _al_d3d_sync_bitmap              [   8.26949] _al_d3d_sync_bitmap (video) ref count == 2
d3d      D          d3d_bmp.cpp:619  _al_d3d_sync_bitmap              [   8.27110] _al_d3d_sync_bitmap (system) ref count == 1
d3d      D          d3d_bmp.cpp:624  _al_d3d_sync_bitmap              [   8.27112] _al_d3d_sync_bitmap (video) ref count == 2
d3d      D          d3d_bmp.cpp:619  _al_d3d_sync_bitmap              [   8.27292] _al_d3d_sync_bitmap (system) ref count == 1
d3d      D          d3d_bmp.cpp:624  _al_d3d_sync_bitmap              [   8.27295] _al_d3d_sync_bitmap (video) ref count == 2
d3d      D          d3d_bmp.cpp:619  _al_d3d_sync_bitmap              [   8.27550] _al_d3d_sync_bitmap (system) ref count == 1
d3d      D          d3d_bmp.cpp:624  _al_d3d_sync_bitmap              [   8.27553] _al_d3d_sync_bitmap (video) ref count == 2
d3d      D          d3d_bmp.cpp:619  _al_d3d_sync_bitmap              [   8.27821] _al_d3d_sync_bitmap (system) ref count == 1
d3d      D          d3d_bmp.cpp:624  _al_d3d_sync_bitmap              [   8.27824] _al_d3d_sync_bitmap (video) ref count == 2
d3d      D          d3d_bmp.cpp:619  _al_d3d_sync_bitmap              [   8.28083] _al_d3d_sync_bitmap (system) ref count == 1
d3d      D          d3d_bmp.cpp:624  _al_d3d_sync_bitmap              [   8.28086] _al_d3d_sync_bitmap (video) ref count == 2
d3d      D          d3d_bmp.cpp:619  _al_d3d_sync_bitmap              [   8.28351] _al_d3d_sync_bitmap (system) ref count == 1
d3d      D          d3d_bmp.cpp:624  _al_d3d_sync_bitmap              [   8.28354] _al_d3d_sync_bitmap (video) ref count == 2
d3d      D          d3d_bmp.cpp:619  _al_d3d_sync_bitmap              [   8.28539] _al_d3d_sync_bitmap (system) ref count == 1
d3d      D          d3d_bmp.cpp:624  _al_d3d_sync_bitmap              [   8.28541] _al_d3d_sync_bitmap (video) ref count == 2
d3d      D          d3d_bmp.cpp:619  _al_d3d_sync_bitmap              [   8.28704] _al_d3d_sync_bitmap (system) ref count == 1
d3d      D          d3d_bmp.cpp:624  _al_d3d_sync_bitmap              [   8.28706] _al_d3d_sync_bitmap (video) ref count == 2
d3d      D          d3d_bmp.cpp:619  _al_d3d_sync_bitmap              [   8.28882] _al_d3d_sync_bitmap (system) ref count == 1
